county,state,region,zone
AUTAUGA,AL,4.0,2.0
BALDWIN,AL,4.0,3.0
BARBOUR,AL,4.0,2.0
BIBB,AL,4.0,2.0
BLOUNT,AL,4.0,2.0
BULLOCK,AL,4.0,2.0
BUTLER,AL,4.0,3.0
CALHOUN,AL,4.0,1.0
CHAMBERS,AL,4.0,3.0
CHEROKEE,AL,4.0,2.0
CHILTON,AL,4.0,2.0
CHOCTAW,AL,4.0,3.0
CLARKE,AL,4.0,3.0
CLAY,AL,4.0,1.0
CLEBURNE,AL,4.0,1.0
COFFEE,AL,4.0,3.0
COLBERT,AL,4.0,1.0
CONECUH,AL,4.0,3.0
COOSA,AL,4.0,1.0
COVINGTON,AL,4.0,3.0
CRENSHAW,AL,4.0,3.0
CULLMAN,AL,4.0,2.0
DALE,AL,4.0,3.0
DALLAS,AL,4.0,2.0
DE KALB,AL,4.0,2.0
ELMORE,AL,4.0,2.0
ESCAMBIA,AL,4.0,3.0
ETOWAH,AL,4.0,2.0
FAYETTE,AL,4.0,2.0
FRANKLIN,AL,4.0,1.0
GENEVA,AL,4.0,3.0
GREENE,AL,4.0,2.0
HALE,AL,4.0,2.0
HENRY,AL,4.0,3.0
HOUSTON,AL,4.0,3.0
JACKSON,AL,4.0,1.0
JEFFERSON,AL,4.0,2.0
LAMAR,AL,4.0,2.0
LAUDERDALE,AL,4.0,1.0
LAWRENCE,AL,4.0,1.0
LEE,AL,4.0,2.0
LIMESTONE,AL,4.0,1.0
LOWNDES,AL,4.0,2.0
MACON,AL,4.0,2.0
MADISON,AL,4.0,1.0
MARENGO,AL,4.0,3.0
MARION,AL,4.0,2.0
MARSHALL,AL,4.0,2.0
MOBILE,AL,4.0,3.0
MONROE,AL,4.0,3.0
MONTGOMERY,AL,4.0,2.0
MORGAN,AL,4.0,1.0
PERRY,AL,4.0,2.0
PICKENS,AL,4.0,2.0
PIKE,AL,4.0,3.0
RANDOLPH,AL,4.0,2.0
RUSSELL,AL,4.0,2.0
ST. CLAIR,AL,4.0,2.0
SHELBY,AL,4.0,2.0
SUMTER,AL,4.0,2.0
TALLADEGA,AL,4.0,1.0
TALLAPOOSA,AL,4.0,3.0
TUSCALOOSA,AL,4.0,2.0
WALKER,AL,4.0,2.0
WASHINGTON,AL,4.0,3.0
WILCOX,AL,4.0,3.0
WINSTON,AL,4.0,2.0
ALEUTIANS EAST,AK,10.0,3.0
ALEUTIANS WEST,AK,10.0,3.0
ANCHORAGE,AK,10.0,3.0
BETHEL,AK,10.0,3.0
BRISTOL BAY,AK,10.0,3.0
DENALI,AK,10.0,3.0
DILLINGHAM,AK,10.0,3.0
FAIRBANKS NORTH STAR,AK,10.0,2.0
HAINES,AK,10.0,3.0
JUNEAU,AK,10.0,3.0
KENAI PENINSULA,AK,10.0,2.0
KETCHIKAN GATEWAY,AK,10.0,2.0
KODIAK ISLAND,AK,10.0,3.0
LAKE AND PENINSULA,AK,10.0,3.0
MATANUSKA-SUSITNA,AK,10.0,2.0
NOME,AK,10.0,3.0
NORTH SLOPE,AK,10.0,3.0
NORTHWEST ARCTIC,AK,10.0,3.0
PRINCE OF WALES-OUTER KETCHIKAN,AK,10.0,3.0
SITKA,AK,10.0,3.0
SKAGWAY-HOONAH-ANGOON,AK,10.0,3.0
SOUTHEAST FAIRBANKS,AK,10.0,2.0
VALDEZ-CORDOVA,AK,10.0,3.0
WADE HAMPTON,AK,10.0,3.0
WRANGELL-PETERSBURG,AK,10.0,3.0
YAKUTAT,AK,10.0,3.0
YUKON-KOYUKUK,AK,10.0,3.0
APACHE,AZ,9.0,2.0
COCHISE,AZ,9.0,2.0
COCONINO,AZ,9.0,2.0
GILA,AZ,9.0,2.0
GRAHAM,AZ,9.0,2.0
GREENLEE,AZ,9.0,2.0
LA PAZ,AZ,9.0,2.0
MARICOPA,AZ,9.0,2.0
MOHAVE,AZ,9.0,2.0
NAVAJO,AZ,9.0,2.0
PIMA,AZ,9.0,2.0
PINAL,AZ,9.0,2.0
SANTA CRUZ,AZ,9.0,2.0
YAVAPAI,AZ,9.0,2.0
YUMA,AZ,9.0,2.0
ARKANSAS,AR,6.0,3.0
ASHLEY,AR,6.0,3.0
BAXTER,AR,6.0,2.0
BENTON,AR,6.0,2.0
BOONE,AR,6.0,2.0
BRADLEY,AR,6.0,3.0
CALHOUN,AR,6.0,3.0
CARROLL,AR,6.0,2.0
CHICOT,AR,6.0,3.0
CLARK,AR,6.0,3.0
CLAY,AR,6.0,3.0
CLEBURNE,AR,6.0,3.0
CLEVELAND,AR,6.0,3.0
COLUMBIA,AR,6.0,3.0
CONWAY,AR,6.0,3.0
CRAIGHEAD,AR,6.0,3.0
CRAWFORD,AR,6.0,3.0
CRITTENDEN,AR,6.0,3.0
CROSS,AR,6.0,3.0
DALLAS,AR,6.0,3.0
DESHA,AR,6.0,3.0
DREW,AR,6.0,3.0
FAULKNER,AR,6.0,3.0
FRANKLIN,AR,6.0,3.0
FULTON,AR,6.0,2.0
GARLAND,AR,6.0,2.0
GRANT,AR,6.0,3.0
GREENE,AR,6.0,3.0
HEMPSTEAD,AR,6.0,3.0
HOT SPRING,AR,6.0,3.0
HOWARD,AR,6.0,3.0
INDEPENDENCE,AR,6.0,2.0
IZARD,AR,6.0,2.0
JACKSON,AR,6.0,3.0
JEFFERSON,AR,6.0,3.0
JOHNSON,AR,6.0,3.0
LAFAYETTE,AR,6.0,3.0
LAWRENCE,AR,6.0,3.0
LEE,AR,6.0,3.0
LINCOLN,AR,6.0,3.0
LITTLE RIVER,AR,6.0,3.0
LOGAN,AR,6.0,3.0
LONOKE,AR,6.0,3.0
MADISON,AR,6.0,3.0
MARION,AR,6.0,2.0
MILLER,AR,6.0,3.0
MISSISSIPPI,AR,6.0,3.0
MONROE,AR,6.0,3.0
MONTGOMERY,AR,6.0,2.0
NEVADA,AR,6.0,3.0
NEWTON,AR,6.0,3.0
OUACHITA,AR,6.0,3.0
PERRY,AR,6.0,3.0
PHILLIPS,AR,6.0,3.0
PIKE,AR,6.0,3.0
POINSETT,AR,6.0,3.0
POLK,AR,6.0,3.0
POPE,AR,6.0,3.0
PRAIRIE,AR,6.0,3.0
PULASKI,AR,6.0,3.0
RANDOLPH,AR,6.0,2.0
ST. FRANCIS,AR,6.0,3.0
SALINE,AR,6.0,3.0
SCOTT,AR,6.0,3.0
SEARCY,AR,6.0,2.0
SEBASTIAN,AR,6.0,3.0
SEVIER,AR,6.0,3.0
SHARP,AR,6.0,2.0
STONE,AR,6.0,2.0
UNION,AR,6.0,3.0
VAN BUREN,AR,6.0,3.0
WASHINGTON,AR,6.0,3.0
WHITE,AR,6.0,3.0
WOODRUFF,AR,6.0,3.0
YELL,AR,6.0,3.0
ALAMEDA,CA,9.0,2.0
ALPINE,CA,9.0,2.0
AMADOR,CA,9.0,2.0
BUTTE,CA,9.0,3.0
CALAVERAS,CA,9.0,2.0
COLUSA,CA,9.0,3.0
CONTRA COSTA,CA,9.0,2.0
DEL NORTE,CA,9.0,3.0
EL DORADO,CA,9.0,2.0
FRESNO,CA,9.0,2.0
GLENN,CA,9.0,3.0
HUMBOLDT,CA,9.0,3.0
IMPERIAL,CA,9.0,3.0
INYO,CA,9.0,2.0
KERN,CA,9.0,2.0
KINGS,CA,9.0,3.0
LAKE,CA,9.0,3.0
LASSEN,CA,9.0,3.0
LOS ANGELES,CA,9.0,2.0
MADERA,CA,9.0,2.0
MARIN,CA,9.0,3.0
MARIPOSA,CA,9.0,2.0
MENDOCINO,CA,9.0,3.0
MERCED,CA,9.0,3.0
MODOC,CA,9.0,3.0
MONO,CA,9.0,2.0
MONTEREY,CA,9.0,2.0
NAPA,CA,9.0,3.0
NEVADA,CA,9.0,2.0
ORANGE,CA,9.0,3.0
PLACER,CA,9.0,2.0
PLUMAS,CA,9.0,2.0
RIVERSIDE,CA,9.0,2.0
SACRAMENTO,CA,9.0,3.0
SAN BENITO,CA,9.0,2.0
SAN BERNARDINO,CA,9.0,2.0
SAN DIEGO,CA,9.0,3.0
SAN FRANCISCO,CA,9.0,2.0
SAN JOAQUIN,CA,9.0,3.0
SAN LUIS OBISPO,CA,9.0,2.0
SAN MATEO,CA,9.0,2.0
SANTA BARBARA,CA,9.0,1.0
SANTA CLARA,CA,9.0,2.0
SANTA CRUZ,CA,9.0,2.0
SHASTA,CA,9.0,3.0
SIERRA,CA,9.0,2.0
SISKIYOU,CA,9.0,3.0
SOLANO,CA,9.0,3.0
SONOMA,CA,9.0,3.0
STANISLAUS,CA,9.0,3.0
SUTTER,CA,9.0,3.0
TEHAMA,CA,9.0,3.0
TRINITY,CA,9.0,3.0
TULARE,CA,9.0,2.0
TUOLUMNE,CA,9.0,2.0
VENTURA,CA,9.0,1.0
YOLO,CA,9.0,3.0
YUBA,CA,9.0,2.0
ADAMS,CO,8.0,1.0
ALAMOSA,CO,8.0,2.0
ARAPAHOE,CO,8.0,1.0
ARCHULETA,CO,8.0,2.0
BACA,CO,8.0,1.0
BENT,CO,8.0,1.0
BOULDER,CO,8.0,1.0
BROOMFIELD,CO,8.0,1.0
CHAFFEE,CO,8.0,1.0
CHEYENNE,CO,8.0,1.0
CLEAR CREEK,CO,8.0,1.0
CONEJOS,CO,8.0,2.0
COSTILLA,CO,8.0,2.0
CROWLEY,CO,8.0,1.0
CUSTER,CO,8.0,1.0
DELTA,CO,8.0,1.0
DENVER,CO,8.0,1.0
DOLORES,CO,8.0,1.0
DOUGLAS,CO,8.0,1.0
EAGLE,CO,8.0,2.0
ELBERT,CO,8.0,1.0
EL PASO,CO,8.0,1.0
FREMONT,CO,8.0,1.0
GARFIELD,CO,8.0,1.0
GILPIN,CO,8.0,1.0
GRAND,CO,8.0,1.0
GUNNISON,CO,8.0,1.0
HINSDALE,CO,8.0,2.0
HUERFANO,CO,8.0,1.0
JACKSON,CO,8.0,1.0
JEFFERSON,CO,8.0,1.0
KIOWA,CO,8.0,1.0
KIT CARSON,CO,8.0,1.0
LAKE,CO,8.0,1.0
LA PLATA,CO,8.0,1.0
LARIMER,CO,8.0,1.0
LAS ANIMAS,CO,8.0,1.0
LINCOLN,CO,8.0,1.0
LOGAN,CO,8.0,1.0
MESA,CO,8.0,1.0
MINERAL,CO,8.0,2.0
MOFFAT,CO,8.0,1.0
MONTEZUMA,CO,8.0,1.0
MONTROSE,CO,8.0,1.0
MORGAN,CO,8.0,1.0
OTERO,CO,8.0,1.0
OURAY,CO,8.0,1.0
PARK,CO,8.0,1.0
PHILLIPS,CO,8.0,1.0
PITKIN,CO,8.0,1.0
PROWERS,CO,8.0,1.0
PUEBLO,CO,8.0,1.0
RIO BLANCO,CO,8.0,1.0
RIO GRANDE,CO,8.0,2.0
ROUTT,CO,8.0,2.0
SAGUACHE,CO,8.0,2.0
SAN JUAN,CO,8.0,2.0
SAN MIGUEL,CO,8.0,1.0
SEDGWICK,CO,8.0,1.0
SUMMIT,CO,8.0,1.0
TELLER,CO,8.0,1.0
WASHINGTON,CO,8.0,1.0
WELD,CO,8.0,1.0
YUMA,CO,8.0,1.0
FAIRFIELD,CT,1.0,1.0
HARTFORD,CT,1.0,3.0
LITCHFIELD,CT,1.0,2.0
MIDDLESEX,CT,1.0,1.0
NEW HAVEN,CT,1.0,1.0
NEW LONDON,CT,1.0,1.0
TOLLAND,CT,1.0,2.0
WINDHAM,CT,1.0,2.0
KENT,DE,3.0,3.0
NEW CASTLE,DE,3.0,2.0
SUSSEX,DE,3.0,3.0
DISTRICT OF COLUMBIA,,3.0,3.0
ALACHUA,FL,4.0,2.0
BAKER,FL,4.0,3.0
BAY,FL,4.0,3.0
BRADFORD,FL,4.0,3.0
BREVARD,FL,4.0,3.0
BROWARD,FL,4.0,3.0
CALHOUN,FL,4.0,3.0
CHARLOTTE,FL,4.0,3.0
CITRUS,FL,4.0,2.0
CLAY,FL,4.0,3.0
COLLIER,FL,4.0,3.0
COLUMBIA,FL,4.0,2.0
DE SOTO,FL,4.0,3.0
DIXIE,FL,4.0,3.0
DUVAL,FL,4.0,3.0
ESCAMBIA,FL,4.0,3.0
FLAGLER,FL,4.0,3.0
FRANKLIN,FL,4.0,3.0
GADSDEN,FL,4.0,3.0
GILCHRIST,FL,4.0,3.0
GLADES,FL,4.0,3.0
GULF,FL,4.0,3.0
HAMILTON,FL,4.0,3.0
HARDEE,FL,4.0,3.0
HENDRY,FL,4.0,3.0
HERNANDO,FL,4.0,3.0
HIGHLANDS,FL,4.0,3.0
HILLSBOROUGH,FL,4.0,2.0
HOLMES,FL,4.0,3.0
INDIAN RIVER,FL,4.0,3.0
JACKSON,FL,4.0,3.0
JEFFERSON,FL,4.0,3.0
LAFAYETTE,FL,4.0,3.0
LAKE,FL,4.0,3.0
LEE,FL,4.0,3.0
LEON,FL,4.0,2.0
LEVY,FL,4.0,3.0
LIBERTY,FL,4.0,3.0
MADISON,FL,4.0,3.0
MANATEE,FL,4.0,3.0
MARION,FL,4.0,2.0
MARTIN,FL,4.0,3.0
MIAMI-DADE,FL,4.0,2.0
MONROE,FL,4.0,3.0
NASSAU,FL,4.0,3.0
OKALOOSA,FL,4.0,3.0
OKEECHOBEE,FL,4.0,3.0
ORANGE,FL,4.0,3.0
OSCEOLA,FL,4.0,3.0
PALM BEACH,FL,4.0,3.0
PASCO,FL,4.0,3.0
PINELLAS,FL,4.0,3.0
POLK,FL,4.0,2.0
PUTNAM,FL,4.0,3.0
ST. JOHNS,FL,4.0,3.0
ST. LUCIE,FL,4.0,3.0
SANTA ROSA,FL,4.0,3.0
SARASOTA,FL,4.0,3.0
SEMINOLE,FL,4.0,3.0
SUMTER,FL,4.0,3.0
SUWANNEE,FL,4.0,3.0
TAYLOR,FL,4.0,3.0
UNION,FL,4.0,2.0
VOLUSIA,FL,4.0,3.0
WAKULLA,FL,4.0,3.0
WALTON,FL,4.0,3.0
WASHINGTON,FL,4.0,3.0
APPLING,GA,4.0,3.0
ATKINSON,GA,4.0,3.0
BACON,GA,4.0,3.0
BAKER,GA,4.0,3.0
BALDWIN,GA,4.0,3.0
BANKS,GA,4.0,2.0
BARROW,GA,4.0,2.0
BARTOW,GA,4.0,2.0
BEN HILL,GA,4.0,3.0
BERRIEN,GA,4.0,3.0
BIBB,GA,4.0,3.0
BLECKLEY,GA,4.0,3.0
BRANTLEY,GA,4.0,3.0
BROOKS,GA,4.0,3.0
BRYAN,GA,4.0,3.0
BULLOCH,GA,4.0,3.0
BURKE,GA,4.0,3.0
BUTTS,GA,4.0,2.0
CALHOUN,GA,4.0,3.0
CAMDEN,GA,4.0,3.0
CANDLER,GA,4.0,3.0
CARROLL,GA,4.0,2.0
CATOOSA,GA,4.0,2.0
CHARLTON,GA,4.0,3.0
CHATHAM,GA,4.0,3.0
CHATTAHOOCHEE,GA,4.0,3.0
CHATTOOGA,GA,4.0,3.0
CHEROKEE,GA,4.0,2.0
CLARKE,GA,4.0,2.0
CLAY,GA,4.0,3.0
CLAYTON,GA,4.0,2.0
CLINCH,GA,4.0,3.0
COBB,GA,4.0,1.0
COFFEE,GA,4.0,3.0
COLQUITT,GA,4.0,3.0
COLUMBIA,GA,4.0,3.0
COOK,GA,4.0,3.0
COWETA,GA,4.0,2.0
CRAWFORD,GA,4.0,3.0
CRISP,GA,4.0,3.0
DADE,GA,4.0,3.0
DAWSON,GA,4.0,2.0
DECATUR,GA,4.0,3.0
DE KALB,GA,4.0,1.0
DODGE,GA,4.0,3.0
DOOLY,GA,4.0,3.0
DOUGHERTY,GA,4.0,3.0
DOUGLAS,GA,4.0,2.0
EARLY,GA,4.0,3.0
ECHOLS,GA,4.0,3.0
EFFINGHAM,GA,4.0,3.0
ELBERT,GA,4.0,2.0
EMANUEL,GA,4.0,3.0
EVANS,GA,4.0,3.0
FANNIN,GA,4.0,2.0
FAYETTE,GA,4.0,2.0
FLOYD,GA,4.0,2.0
FORSYTH,GA,4.0,2.0
FRANKLIN,GA,4.0,2.0
FULTON,GA,4.0,1.0
GILMER,GA,4.0,2.0
GLASCOCK,GA,4.0,3.0
GLYNN,GA,4.0,3.0
GORDON,GA,4.0,3.0
GRADY,GA,4.0,3.0
GREENE,GA,4.0,2.0
GWINNETT,GA,4.0,1.0
HABERSHAM,GA,4.0,2.0
HALL,GA,4.0,2.0
HANCOCK,GA,4.0,3.0
HARALSON,GA,4.0,2.0
HARRIS,GA,4.0,2.0
HART,GA,4.0,2.0
HEARD,GA,4.0,2.0
HENRY,GA,4.0,2.0
HOUSTON,GA,4.0,3.0
IRWIN,GA,4.0,3.0
JACKSON,GA,4.0,2.0
JASPER,GA,4.0,2.0
JEFF DAVIS,GA,4.0,3.0
JEFFERSON,GA,4.0,3.0
JENKINS,GA,4.0,3.0
JOHNSON,GA,4.0,3.0
JONES,GA,4.0,3.0
LAMAR,GA,4.0,2.0
LANIER,GA,4.0,3.0
LAURENS,GA,4.0,3.0
LEE,GA,4.0,3.0
LIBERTY,GA,4.0,3.0
LINCOLN,GA,4.0,3.0
LONG,GA,4.0,3.0
LOWNDES,GA,4.0,3.0
LUMPKIN,GA,4.0,2.0
MCDUFFIE,GA,4.0,3.0
MCINTOSH,GA,4.0,3.0
MACON,GA,4.0,3.0
MADISON,GA,4.0,2.0
MARION,GA,4.0,3.0
MERIWETHER,GA,4.0,2.0
MILLER,GA,4.0,3.0
MITCHELL,GA,4.0,3.0
MONROE,GA,4.0,2.0
MONTGOMERY,GA,4.0,3.0
MORGAN,GA,4.0,2.0
MURRAY,GA,4.0,3.0
MUSCOGEE,GA,4.0,3.0
NEWTON,GA,4.0,2.0
OCONEE,GA,4.0,2.0
OGLETHORPE,GA,4.0,2.0
PAULDING,GA,4.0,2.0
PEACH,GA,4.0,3.0
PICKENS,GA,4.0,2.0
PIERCE,GA,4.0,3.0
PIKE,GA,4.0,2.0
POLK,GA,4.0,3.0
PULASKI,GA,4.0,3.0
PUTNAM,GA,4.0,3.0
QUITMAN,GA,4.0,3.0
RABUN,GA,4.0,2.0
RANDOLPH,GA,4.0,3.0
RICHMOND,GA,4.0,2.0
ROCKDALE,GA,4.0,2.0
SCHLEY,GA,4.0,3.0
SCREVEN,GA,4.0,3.0
SEMINOLE,GA,4.0,3.0
SPALDING,GA,4.0,2.0
STEPHENS,GA,4.0,2.0
STEWART,GA,4.0,3.0
SUMTER,GA,4.0,3.0
TALBOT,GA,4.0,2.0
TALIAFERRO,GA,4.0,3.0
TATTNALL,GA,4.0,3.0
TAYLOR,GA,4.0,3.0
TELFAIR,GA,4.0,3.0
TERRELL,GA,4.0,3.0
THOMAS,GA,4.0,3.0
TIFT,GA,4.0,3.0
TOOMBS,GA,4.0,3.0
TOWNS,GA,4.0,2.0
TREUTLEN,GA,4.0,3.0
TROUP,GA,4.0,2.0
TURNER,GA,4.0,3.0
TWIGGS,GA,4.0,3.0
UNION,GA,4.0,2.0
UPSON,GA,4.0,2.0
WALKER,GA,4.0,2.0
WALTON,GA,4.0,2.0
WARE,GA,4.0,3.0
WARREN,GA,4.0,3.0
WASHINGTON,GA,4.0,3.0
WAYNE,GA,4.0,3.0
WEBSTER,GA,4.0,3.0
WHEELER,GA,4.0,3.0
WHITE,GA,4.0,2.0
WHITFIELD,GA,4.0,2.0
WILCOX,GA,4.0,3.0
WILKES,GA,4.0,3.0
WILKINSON,GA,4.0,3.0
WORTH,GA,4.0,3.0
HAWAII,HI,9.0,3.0
HONOLULU,HI,9.0,3.0
KALAWAO,HI,9.0,3.0
KAUAI,HI,9.0,3.0
MAUI,HI,9.0,3.0
ADA,ID,10.0,2.0
ADAMS,ID,10.0,3.0
BANNOCK,ID,10.0,2.0
BEAR LAKE,ID,10.0,2.0
BENEWAH,ID,10.0,1.0
BINGHAM,ID,10.0,2.0
BLAINE,ID,10.0,1.0
BOISE,ID,10.0,1.0
BONNER,ID,10.0,1.0
BONNEVILLE,ID,10.0,2.0
BOUNDARY,ID,10.0,1.0
BUTTE,ID,10.0,1.0
CAMAS,ID,10.0,1.0
CANYON,ID,10.0,2.0
CARIBOU,ID,10.0,2.0
CASSIA,ID,10.0,2.0
CLARK,ID,10.0,1.0
CLEARWATER,ID,10.0,1.0
CUSTER,ID,10.0,1.0
ELMORE,ID,10.0,1.0
FRANKLIN,ID,10.0,2.0
FREMONT,ID,10.0,1.0
GEM,ID,10.0,3.0
GOODING,ID,10.0,1.0
IDAHO,ID,10.0,1.0
JEFFERSON,ID,10.0,2.0
JEROME,ID,10.0,2.0
KOOTENAI,ID,10.0,1.0
LATAH,ID,10.0,1.0
LEMHI,ID,10.0,1.0
LEWIS,ID,10.0,3.0
LINCOLN,ID,10.0,2.0
MADISON,ID,10.0,2.0
MINIDOKA,ID,10.0,2.0
NEZ PERCE,ID,10.0,3.0
ONEIDA,ID,10.0,2.0
OWYHEE,ID,10.0,2.0
PAYETTE,ID,10.0,2.0
POWER,ID,10.0,2.0
SHOSHONE,ID,10.0,1.0
TETON,ID,10.0,2.0
TWIN FALLS,ID,10.0,2.0
VALLEY,ID,10.0,1.0
WASHINGTON,ID,10.0,3.0
ADAMS,IL,5.0,1.0
ALEXANDER,IL,5.0,3.0
BOND,IL,5.0,2.0
BOONE,IL,5.0,1.0
BROWN,IL,5.0,1.0
BUREAU,IL,5.0,1.0
CALHOUN,IL,5.0,1.0
CARROLL,IL,5.0,1.0
CASS,IL,5.0,1.0
CHAMPAIGN,IL,5.0,1.0
CHRISTIAN,IL,5.0,2.0
CLARK,IL,5.0,2.0
CLAY,IL,5.0,2.0
CLINTON,IL,5.0,2.0
COLES,IL,5.0,1.0
COOK,IL,5.0,2.0
CRAWFORD,IL,5.0,2.0
CUMBERLAND,IL,5.0,2.0
DEKALB,IL,5.0,1.0
DE WITT,IL,5.0,1.0
DOUGLAS,IL,5.0,1.0
DUPAGE,IL,5.0,2.0
EDGAR,IL,5.0,1.0
EDWARDS,IL,5.0,2.0
EFFINGHAM,IL,5.0,2.0
FAYETTE,IL,5.0,2.0
FORD,IL,5.0,1.0
FRANKLIN,IL,5.0,2.0
FULTON,IL,5.0,1.0
GALLATIN,IL,5.0,2.0
GREENE,IL,5.0,1.0
GRUNDY,IL,5.0,1.0
HAMILTON,IL,5.0,2.0
HANCOCK,IL,5.0,1.0
HARDIN,IL,5.0,2.0
HENDERSON,IL,5.0,1.0
HENRY,IL,5.0,1.0
IROQUOIS,IL,5.0,1.0
JACKSON,IL,5.0,2.0
JASPER,IL,5.0,2.0
JEFFERSON,IL,5.0,2.0
JERSEY,IL,5.0,1.0
JO DAVIESS,IL,5.0,1.0
JOHNSON,IL,5.0,2.0
KANE,IL,5.0,1.0
KANKAKEE,IL,5.0,2.0
KENDALL,IL,5.0,1.0
KNOX,IL,5.0,1.0
LAKE,IL,5.0,2.0
LA SALLE,IL,5.0,1.0
LAWRENCE,IL,5.0,2.0
LEE,IL,5.0,1.0
LIVINGSTON,IL,5.0,1.0
LOGAN,IL,5.0,1.0
MCDONOUGH,IL,5.0,1.0
MCHENRY,IL,5.0,2.0
MCLEAN,IL,5.0,1.0
MACON,IL,5.0,1.0
MACOUPIN,IL,5.0,2.0
MADISON,IL,5.0,2.0
MARION,IL,5.0,2.0
MARSHALL,IL,5.0,1.0
MASON,IL,5.0,1.0
MASSAC,IL,5.0,3.0
MENARD,IL,5.0,1.0
MERCER,IL,5.0,1.0
MONROE,IL,5.0,2.0
MONTGOMERY,IL,5.0,2.0
MORGAN,IL,5.0,1.0
MOULTRIE,IL,5.0,1.0
OGLE,IL,5.0,1.0
PEORIA,IL,5.0,1.0
PERRY,IL,5.0,2.0
PIATT,IL,5.0,1.0
PIKE,IL,5.0,1.0
POPE,IL,5.0,2.0
PULASKI,IL,5.0,3.0
PUTNAM,IL,5.0,1.0
RANDOLPH,IL,5.0,2.0
RICHLAND,IL,5.0,2.0
ROCK ISLAND,IL,5.0,1.0
ST. CLAIR,IL,5.0,2.0
SALINE,IL,5.0,2.0
SANGAMON,IL,5.0,1.0
SCHUYLER,IL,5.0,1.0
SCOTT,IL,5.0,1.0
SHELBY,IL,5.0,2.0
STARK,IL,5.0,1.0
STEPHENSON,IL,5.0,1.0
TAZEWELL,IL,5.0,1.0
UNION,IL,5.0,2.0
VERMILION,IL,5.0,1.0
WABASH,IL,5.0,2.0
WARREN,IL,5.0,1.0
WASHINGTON,IL,5.0,2.0
WAYNE,IL,5.0,2.0
WHITE,IL,5.0,2.0
WHITESIDE,IL,5.0,1.0
WILL,IL,5.0,2.0
WILLIAMSON,IL,5.0,2.0
WINNEBAGO,IL,5.0,1.0
WOODFORD,IL,5.0,1.0
ADAMS,IN,5.0,1.0
ALLEN,IN,5.0,1.0
BARTHOLOMEW,IN,5.0,1.0
BENTON,IN,5.0,1.0
BLACKFORD,IN,5.0,1.0
BOONE,IN,5.0,1.0
BROWN,IN,5.0,2.0
CARROLL,IN,5.0,1.0
CASS,IN,5.0,1.0
CLARK,IN,5.0,1.0
CLAY,IN,5.0,2.0
CLINTON,IN,5.0,1.0
CRAWFORD,IN,5.0,2.0
DAVIESS,IN,5.0,2.0
DEARBORN,IN,5.0,2.0
DECATUR,IN,5.0,1.0
DE KALB,IN,5.0,1.0
DELAWARE,IN,5.0,1.0
DUBOIS,IN,5.0,2.0
ELKHART,IN,5.0,1.0
FAYETTE,IN,5.0,1.0
FLOYD,IN,5.0,2.0
FOUNTAIN,IN,5.0,1.0
FRANKLIN,IN,5.0,2.0
FULTON,IN,5.0,1.0
GIBSON,IN,5.0,2.0
GRANT,IN,5.0,1.0
GREENE,IN,5.0,2.0
HAMILTON,IN,5.0,1.0
HANCOCK,IN,5.0,1.0
HARRISON,IN,5.0,1.0
HENDRICKS,IN,5.0,1.0
HENRY,IN,5.0,1.0
HOWARD,IN,5.0,1.0
HUNTINGTON,IN,5.0,1.0
JACKSON,IN,5.0,2.0
JASPER,IN,5.0,2.0
JAY,IN,5.0,1.0
JEFFERSON,IN,5.0,2.0
JENNINGS,IN,5.0,1.0
JOHNSON,IN,5.0,1.0
KNOX,IN,5.0,2.0
KOSCIUSKO,IN,5.0,1.0
LAGRANGE,IN,5.0,1.0
LAKE,IN,5.0,2.0
LA PORTE,IN,5.0,2.0
LAWRENCE,IN,5.0,1.0
MADISON,IN,5.0,1.0
MARION,IN,5.0,1.0
MARSHALL,IN,5.0,1.0
MARTIN,IN,5.0,2.0
MIAMI,IN,5.0,1.0
MONROE,IN,5.0,1.0
MONTGOMERY,IN,5.0,1.0
MORGAN,IN,5.0,2.0
NEWTON,IN,5.0,2.0
NOBLE,IN,5.0,1.0
OHIO,IN,5.0,2.0
ORANGE,IN,5.0,1.0
OWEN,IN,5.0,2.0
PARKE,IN,5.0,2.0
PERRY,IN,5.0,2.0
PIKE,IN,5.0,2.0
PORTER,IN,5.0,2.0
POSEY,IN,5.0,2.0
PULASKI,IN,5.0,2.0
PUTNAM,IN,5.0,1.0
RANDOLPH,IN,5.0,1.0
RIPLEY,IN,5.0,2.0
RUSH,IN,5.0,1.0
ST. JOSEPH,IN,5.0,1.0
SCOTT,IN,5.0,1.0
SHELBY,IN,5.0,1.0
SPENCER,IN,5.0,2.0
STARKE,IN,5.0,2.0
STEUBEN,IN,5.0,1.0
SULLIVAN,IN,5.0,2.0
SWITZERLAND,IN,5.0,2.0
TIPPECANOE,IN,5.0,1.0
TIPTON,IN,5.0,1.0
UNION,IN,5.0,1.0
VANDERBURGH,IN,5.0,2.0
VERMILLION,IN,5.0,1.0
VIGO,IN,5.0,2.0
WABASH,IN,5.0,1.0
WARREN,IN,5.0,1.0
WARRICK,IN,5.0,2.0
WASHINGTON,IN,5.0,1.0
WAYNE,IN,5.0,1.0
WELLS,IN,5.0,1.0
WHITE,IN,5.0,1.0
WHITLEY,IN,5.0,1.0
ADAIR,IA,7.0,1.0
ADAMS,IA,7.0,1.0
